Gemeindekennziffer;Gemeindename;Gemeindecode;Ortschaftkennziffer;Ortschaftsname;Postleitzahl
50203;Annaberg-Lungötz;50203;13614;Hefenscher;5524
50203;Annaberg-Lungötz;50203;13615;Klockau;5524
50203;Annaberg-Lungötz;50203;13616;Neubach;5523 5524
50203;Annaberg-Lungötz;50203;13617;Promberg;5523 5524
50203;Annaberg-Lungötz;50203;13618;Steuer;5524
50204;Golling an der Salzach;50204;13619;Golling an der Salzach;5440
50204;Golling an der Salzach;50204;13620;Obergäu;5440
50204;Golling an der Salzach;50204;13621;Torren;5440
50205;Hallein;50205;13622;Au;5400
50205;Hallein;50205;13623;Burgfried;5400
50205;Hallein;50205;13624;Bad Dürrnberg;5400 5422
50205;Hallein;50205;13625;Gamp;5400
50205;Hallein;50205;13626;Gries;5400
50205;Hallein;50205;13628;Hallein;5400 5422
50205;Hallein;50205;13629;Neualm;5400 5411
50205;Hallein;50205;13630;Adneter Riedl;5400
50205;Hallein;50205;13631;Taxach;5083 5400
50206;Krispl;50206;13632;Gaißau;5421
50206;Krispl;50206;13633;Krispl;5421
50207;Kuchl;50207;13634;Garnei;5431
50207;Kuchl;50207;13635;Gasteig;5431
50207;Kuchl;50207;13636;Georgenberg;5431
50207;Kuchl;50207;13637;Jadorf;5431
50207;Kuchl;50207;13638;Kellau;5431
50207;Kuchl;50207;13639;Kuchl;5431
50207;Kuchl;50207;13640;Moos;5431
50207;Kuchl;50207;13641;Unterlangenberg;5424 5431
50207;Kuchl;50207;13642;Weißenbach;5431
50208;Oberalm;50208;13643;Oberalm;5400 5411
50208;Oberalm;50208;13644;Vorderwiestal;5411
50209;Puch bei Hallein;50209;13645;Hinterwiestal;5411 5412
50209;Puch bei Hallein;50209;13646;Puch bei Hallein;5061 5412
50209;Puch bei Hallein;50209;13647;Sankt Jakob am Thurn;5412
50210;Rußbach am Paß Gschütt;50210;13648;Gseng;5442
50210;Rußbach am Paß Gschütt;50210;13649;Rußbachsaag;5442
50210;Rußbach am Paß Gschütt;50210;13650;Schattau;5442
50211;Sankt Koloman;50211;13651;Oberlangenberg;5423
50211;Sankt Koloman;50211;13652;Taugl;5423
50211;Sankt Koloman;50211;13653;Tauglboden;5423
50212;Scheffau am Tennengebirge;50212;13654;Scheffau am Tennengebirge;5440
50212;Scheffau am Tennengebirge;50212;13655;Voregg;5440
50212;Scheffau am Tennengebirge;50212;13656;Wallingwinkl;5441
50212;Scheffau am Tennengebirge;50212;13657;Weitenau;5441
50213;Bad Vigaun;50213;13658;Rengerberg;5424
50213;Bad Vigaun;50213;13659;Riedl;5424
50213;Bad Vigaun;50213;13660;Sankt Margarethen;5424
50213;Bad Vigaun;50213;13661;Vigaun;5424
50301;Anif;50301;13662;Anif;5081
50301;Anif;50301;13664;Neu-Anif;5081
50301;Anif;50301;13665;Niederalm;5081
50302;Anthering;50302;13666;Acharting;5102
50302;Anthering;50302;13667;Anthering;5102
50302;Anthering;50302;13668;Anzfelden;5102
50302;Anthering;50302;13669;Berg;5102
50302;Anthering;50302;13670;Gollacken;5102
50302;Anthering;50302;13671;Kobl;5102
50302;Anthering;50302;13672;Lehen;5102
50302;Anthering;50302;13673;Ried;5102
50302;Anthering;50302;13674;Schönberg;5102
50302;Anthering;50302;13675;Trainting;5102
50302;Anthering;50302;13676;Wald;5102
50302;Anthering;50302;13677;Würzenberg;5102
50302;Anthering;50302;13678;Wurmassing;5102
50303;Bergheim;50303;13679;Bergheim;5101
50303;Bergheim;50303;13680;Lengfelden;5101
50303;Bergheim;50303;13681;Muntigl;5101
50303;Bergheim;50303;13682;Plain;5101
50303;Bergheim;50303;13683;Voggenberg;5101
50304;Berndorf bei Salzburg;50304;13684;Berndorf bei Salzburg;5165
50304;Berndorf bei Salzburg;50304;13685;Großenegg;5165
50305;Bürmoos;50305;13686;Bürmoos;5111
50306;Dorfbeuern;50306;02178;Wagnerfeld;5152
50306;Dorfbeuern;50306;02179;Wagnergraben;5152
50306;Dorfbeuern;50306;13687;Au;5152
50306;Dorfbeuern;50306;13688;Buchach;5152
50306;Dorfbeuern;50306;13689;Dorfbeuern;5152
50306;Dorfbeuern;50306;13690;Michaelbeuern;5152
50306;Dorfbeuern;50306;13691;Reitsberg;5152
50306;Dorfbeuern;50306;13692;Scherhaslach;5152
50306;Dorfbeuern;50306;13693;Schönberg;5152
50306;Dorfbeuern;50306;13694;Thalhausen;5152
50306;Dorfbeuern;50306;13695;Vorau;5152
50306;Dorfbeuern;50306;17482;Breitenlohe;5152
50307;Ebenau;50307;13696;Ebenau;5323
50307;Ebenau;50307;13697;Hinterebenau;5323
50307;Ebenau;50307;13698;Hinterwinkl;5323
50307;Ebenau;50307;13699;Unterberg;5323
50307;Ebenau;50307;13700;Vorderschroffenau;5323
50308;Elixhausen;50308;13702;Elixhausen;5161
50309;Elsbethen;50309;13706;Elsbethen;5061
50309;Elsbethen;50309;13707;Gfalls;5061
50309;Elsbethen;50309;13708;Glasenbach;5026 5061
50309;Elsbethen;50309;13709;Hinterwinkl;5061
50309;Elsbethen;50309;13710;Höhenwald;5061
50309;Elsbethen;50309;13711;Oberwinkl;5026
50309;Elsbethen;50309;13712;Vorderfager;5026 5061
50309;Elsbethen;50309;13713;Zieglau;5061
50309;Elsbethen;50309;17576;Haslach;5061 5412
50310;Eugendorf;50310;13714;Eugenbach;5301
50310;Eugendorf;50310;13715;Eugendorf;5301
50310;Eugendorf;50310;13716;Kalham;5301
50310;Eugendorf;50310;13717;Kirchberg;5301 5302
50310;Eugendorf;50310;13718;Knutzing;5301
50310;Eugendorf;50310;13719;Neuhofen;5301
50310;Eugendorf;50310;13720;Pebering;5301
50310;Eugendorf;50310;13721;Reitberg;5301
50310;Eugendorf;50310;13722;Schaming;5301
50310;Eugendorf;50310;13723;Schwaighofen;5301
50311;Faistenau;50311;13724;Alm;5324
50311;Faistenau;50311;13725;Anger;5324
50311;Faistenau;50311;13726;Faistenau;5324
50311;Faistenau;50311;13727;Lidaun;5324
50311;Faistenau;50311;13728;Ramsau;5324
50311;Faistenau;50311;13729;Tiefbrunnau;5324
50311;Faistenau;50311;13730;Vordersee;5324
50311;Faistenau;50311;13731;Wald;5324
50312;Fuschl am See;50312;13734;Fuschl am See;5330
50313;Göming;50313;13735;Bulharting;5114
50313;Göming;50313;13736;Göming;5114
50313;Göming;50313;13737;Gunsering;5114
50313;Göming;50313;13738;Kemating;5114
50313;Göming;50313;13739;Reinberg;5114
50313;Göming;50313;17248;Dreimühlen;5114
50313;Göming;50313;17249;Mittergöming;5114
50314;Grödig;50314;13740;Eichet;5082 5083
50314;Grödig;50314;13741;Glanegg;5082
50314;Grödig;50314;13742;Grödig;5082
50314;Grödig;50314;13743;Sankt Leonhard;5083
50315;Großgmain;50315;13744;Großgmain;5084
50316;Hallwang;50316;13745;Berg;5300
50316;Hallwang;50316;13746;Esch;5300
50316;Hallwang;50316;13747;Hallwang;5300
50316;Hallwang;50316;13748;Zilling;5300
50317;Henndorf am Wallersee;50317;13754;Henndorf am Wallersee;5302
50318;Hintersee;50318;13758;Hintersee;5324
50318;Hintersee;50318;13759;Lämmerbach;5324
50319;Hof bei Salzburg;50319;13760;Elsenwang;5322
50319;Hof bei Salzburg;50319;13761;Gitzen;5322
50319;Hof bei Salzburg;50319;13762;Hinterschroffenau;5322
50319;Hof bei Salzburg;50319;13763;Hof bei Salzburg;5322
50319;Hof bei Salzburg;50319;13764;Vorderelsenwang;5322
50320;Köstendorf;50320;13765;Tödtleinsdorf;5203
50320;Köstendorf;50320;13766;Enharting;5203
50320;Köstendorf;50320;13767;Gramling;5203
50320;Köstendorf;50320;13768;Köstendorf;5203
50320;Köstendorf;50320;13769;Helming;5203
50320;Köstendorf;50320;13770;Hilgertsheim;5203
50320;Köstendorf;50320;13771;Kleinköstendorf;5203
50320;Köstendorf;50320;13772;Spanswag;5203
50320;Köstendorf;50320;13773;Tannham;5203
50320;Köstendorf;50320;13774;Weng;5203
50321;Koppl;50321;13775;Guggenthal;5023 5321
50321;Koppl;50321;13776;Habach;5321
50321;Koppl;50321;13777;Heuberg;5023
50321;Koppl;50321;13778;Koppl;5321
50321;Koppl;50321;13779;Ladau;5321
50321;Koppl;50321;13780;Winkl;5321
50322;Lamprechtshausen;50322;01035;Knotzing;5112
50322;Lamprechtshausen;50322;13781;Asten;5112
50322;Lamprechtshausen;50322;13782;Ausserfürt;5112
50322;Lamprechtshausen;50322;13783;Bruck;5112
50322;Lamprechtshausen;50322;13784;Gresenberg;5112
50322;Lamprechtshausen;50322;13785;Hausmoning;5112
50322;Lamprechtshausen;50322;13786;Innerfürt;5112
50322;Lamprechtshausen;50322;13787;Lamprechtshausen;5112
50322;Lamprechtshausen;50322;13788;Loipferding;5110
50322;Lamprechtshausen;50322;13789;Maxdorf;5112
50322;Lamprechtshausen;50322;13790;Niederarnsdorf;5112
50322;Lamprechtshausen;50322;13791;Nopping;5112
50322;Lamprechtshausen;50322;13792;Oberarnsdorf;5112
50322;Lamprechtshausen;50322;13793;Reicherting;5112
50322;Lamprechtshausen;50322;13794;Riedlkam;5112
50322;Lamprechtshausen;50322;13795;Sankt Alban;5112
50322;Lamprechtshausen;50322;13796;Schmieden;5112
50322;Lamprechtshausen;50322;13797;Schwerting;5112
50322;Lamprechtshausen;50322;13798;Stockham;5112
50322;Lamprechtshausen;50322;13799;Weidental;5112
50322;Lamprechtshausen;50322;13800;Wildmann;5112
50322;Lamprechtshausen;50322;13801;Willenberg;5112
50323;Mattsee;50323;13803;Mattsee;5163
50324;Neumarkt am Wallersee;50324;13806;Lengroid;5202
50324;Neumarkt am Wallersee;50324;13807;Maierhof;5202
50324;Neumarkt am Wallersee;50324;13808;Matzing;5202
50324;Neumarkt am Wallersee;50324;13809;Neufahrn;5202
50324;Neumarkt am Wallersee;50324;13810;Neumarkt am Wallersee;5202
50324;Neumarkt am Wallersee;50324;13811;Pfongau;5202
50324;Neumarkt am Wallersee;50324;13812;Schalkham;5202
50324;Neumarkt am Wallersee;50324;13813;Sighartstein;5202
50324;Neumarkt am Wallersee;50324;13814;Sommerholz;5202
50324;Neumarkt am Wallersee;50324;13815;Thalham;5202
50324;Neumarkt am Wallersee;50324;13816;Wallersee-Ostbucht;5202
50324;Neumarkt am Wallersee;50324;13817;Wertheim;5202
50325;Nußdorf am Haunsberg;50325;13818;Altsberg;5151
50325;Nußdorf am Haunsberg;50325;13819;Durchham;5151
50325;Nußdorf am Haunsberg;50325;13820;Eisping;5151
50325;Nußdorf am Haunsberg;50325;13821;Gastein;5151
50325;Nußdorf am Haunsberg;50325;13822;Hainbach;5151
50325;Nußdorf am Haunsberg;50325;13823;Hochberg;5151
50325;Nußdorf am Haunsberg;50325;13824;Irlach;5151
50325;Nußdorf am Haunsberg;50325;13825;Kleinberg;5151 5162
50325;Nußdorf am Haunsberg;50325;13826;Kroisbach;5151
50325;Nußdorf am Haunsberg;50325;13827;Lauterbach;5151
50325;Nußdorf am Haunsberg;50325;13828;Liersching;5151
50325;Nußdorf am Haunsberg;50325;13829;Lukasedt;5151
50325;Nußdorf am Haunsberg;50325;13830;Nußdorf am Haunsberg;5151
50325;Nußdorf am Haunsberg;50325;13831;Olching;5151
50325;Nußdorf am Haunsberg;50325;13832;Pabing;5151
50325;Nußdorf am Haunsberg;50325;13833;Pinswag;5151
50325;Nußdorf am Haunsberg;50325;13834;Reinharting;5151 5165
50325;Nußdorf am Haunsberg;50325;13835;Rottstätt;5151
50325;Nußdorf am Haunsberg;50325;13836;Schlößl;5151
50325;Nußdorf am Haunsberg;50325;13837;Schröck;5151
50325;Nußdorf am Haunsberg;50325;13838;Steinbach;5151
50325;Nußdorf am Haunsberg;50325;13839;Waidach;5151
50325;Nußdorf am Haunsberg;50325;13840;Weitwörth;5151
50326;Oberndorf bei Salzburg;50326;13843;Haidenöster;5110
50326;Oberndorf bei Salzburg;50326;13846;Oberndorf bei Salzburg;5110
50327;Obertrum am See;50327;13848;Au;5162
50327;Obertrum am See;50327;13849;Mühlbach;5162
50327;Obertrum am See;50327;13850;Obertrum am See;5162
50328;Plainfeld;50328;13851;Plainfeld;5325
50329;Sankt Georgen bei Salzburg;50329;13852;Aglassing;5113
50329;Sankt Georgen bei Salzburg;50329;13853;Au;5113
50329;Sankt Georgen bei Salzburg;50329;13854;Bruckenholz;5113
50329;Sankt Georgen bei Salzburg;50329;13855;Helmberg;5113
50329;Sankt Georgen bei Salzburg;50329;13856;Holzhausen;5113
50329;Sankt Georgen bei Salzburg;50329;13857;Irlach;5113
50329;Sankt Georgen bei Salzburg;50329;13858;Jauchsdorf;5113
50329;Sankt Georgen bei Salzburg;50329;13859;Königsberg;5113
50329;Sankt Georgen bei Salzburg;50329;13860;Krögn;5113
50329;Sankt Georgen bei Salzburg;50329;13861;Moospirach;5113
50329;Sankt Georgen bei Salzburg;50329;13862;Obereching;5113
50329;Sankt Georgen bei Salzburg;50329;13863;Ölling;5113
50329;Sankt Georgen bei Salzburg;50329;13864;Roding;5113
50329;Sankt Georgen bei Salzburg;50329;13865;Sankt Georgen bei Salzburg;5113
50329;Sankt Georgen bei Salzburg;50329;13866;Seetal;5113
50329;Sankt Georgen bei Salzburg;50329;13867;Untereching;5113
50329;Sankt Georgen bei Salzburg;50329;13868;Vollern;5113
50330;Sankt Gilgen;50330;13869;Gschwand;5342
50330;Sankt Gilgen;50330;13870;Laim;5340
50330;Sankt Gilgen;50330;13871;Oberburgau;4866 5310
50330;Sankt Gilgen;50330;13872;Pöllach;5340
50330;Sankt Gilgen;50330;13873;Ried;5342 5360
50330;Sankt Gilgen;50330;13874;Sankt Gilgen;5340
50330;Sankt Gilgen;50330;13875;Unterburgau;4854 4866
50330;Sankt Gilgen;50330;13876;Winkl;5340
50331;Schleedorf;50331;13878;Schleedorf;5205
50332;Seeham;50332;13880;Matzing;5164
50332;Seeham;50332;13881;Seeham;5164
50335;Straßwalchen;50335;13901;Aigelsbrunn;5204
50335;Straßwalchen;50335;13902;Außerroid;5204
50335;Straßwalchen;50335;13903;Bodenberg;5204
50335;Straßwalchen;50335;13904;Bruckmoos;5204
50335;Straßwalchen;50335;13905;Brunn;5204
50335;Straßwalchen;50335;13906;Fißlthal;5204
50335;Straßwalchen;50335;13907;Haarlacken;5204
50335;Straßwalchen;50335;13908;Haidach;5204
50335;Straßwalchen;50335;13909;Haslach;5204
50335;Straßwalchen;50335;13910;Hüttenedt;5204
50335;Straßwalchen;50335;13911;Innerroid;5204
50335;Straßwalchen;50335;13912;Irrsdorf;5204
50335;Straßwalchen;50335;13913;Jagdhub;5204
50335;Straßwalchen;50335;13914;Latein;5204
50335;Straßwalchen;50335;13915;Neuhofen;5204
50335;Straßwalchen;50335;13916;Pfenninglanden;5204
50335;Straßwalchen;50335;13917;Rattensam;5204
50335;Straßwalchen;50335;13918;Roidwalchen;5204
50335;Straßwalchen;50335;13919;Ruckling;5204
50335;Straßwalchen;50335;13920;Stadlberg;5204
50335;Straßwalchen;50335;13921;Steindorf;5204
50335;Straßwalchen;50335;13922;Stockham;5204
50335;Straßwalchen;50335;13923;Straßwalchen;5204
50335;Straßwalchen;50335;13924;Taigen;5204
50335;Straßwalchen;50335;13925;Voglhub;5204
50335;Straßwalchen;50335;13926;Watzlberg;5204
50335;Straßwalchen;50335;13927;Winkl;5204
50335;Straßwalchen;50335;17599;Holzfeld;5204
50336;Strobl;50336;13928;Aigen;5350 5351
50336;Strobl;50336;13929;Gschwendt;5342 5350
50336;Strobl;50336;13930;Strobl;5350
50336;Strobl;50336;13931;Weißenbach;5350 5351
50337;Thalgau;50337;13932;Egg;5303
50337;Thalgau;50337;13933;Enzersberg;5303
50337;Thalgau;50337;13934;Leithen;5303
50337;Thalgau;50337;13935;Oberdorf;5303
50337;Thalgau;50337;13936;Thalgau;5303
50337;Thalgau;50337;13937;Thalgauberg;5303
50337;Thalgau;50337;13938;Unterdorf;5303
50337;Thalgau;50337;13939;Vetterbach;5303
50338;Wals-Siezenheim;50338;13940;Walserberg;5071
50338;Wals-Siezenheim;50338;13941;Gois;5071
50338;Wals-Siezenheim;50338;13942;Himmelreich;5071
50338;Wals-Siezenheim;50338;13943;Käferheim;5071
50338;Wals-Siezenheim;50338;13944;Kleßheim;5071
50338;Wals-Siezenheim;50338;13946;Schwarzenbergkaserne;5071
50338;Wals-Siezenheim;50338;13947;Siezenheim;5071
50338;Wals-Siezenheim;50338;13948;Viehhausen;5071
50338;Wals-Siezenheim;50338;13949;Wals;5071
50338;Wals-Siezenheim;50338;13950;Walserfeld;5071
50339;Seekirchen am Wallersee;50339;13847;Schmiedkeller;5162
50339;Seekirchen am Wallersee;50339;13882;Bayerham;5201
50339;Seekirchen am Wallersee;50339;13883;Brunn;5201
50339;Seekirchen am Wallersee;50339;13884;Fischtaging;5201
50339;Seekirchen am Wallersee;50339;13885;Halberstätten;5201
50339;Seekirchen am Wallersee;50339;13886;Huttich;5201
50339;Seekirchen am Wallersee;50339;13887;Kothgumprechting;5201
50339;Seekirchen am Wallersee;50339;13888;Kraiham;5201
50339;Seekirchen am Wallersee;50339;13889;Mayerlehen;5201
50339;Seekirchen am Wallersee;50339;13890;Mödlham;5201
50339;Seekirchen am Wallersee;50339;13891;Schmieding;5162 5201
50339;Seekirchen am Wallersee;50339;13892;Schöngumprechting;5162 5201
50339;Seekirchen am Wallersee;50339;13893;Seewalchen;5201
50339;Seekirchen am Wallersee;50339;13894;Waldprechting;5201
50339;Seekirchen am Wallersee;50339;13895;Wies;5201
50339;Seekirchen am Wallersee;50339;13896;Wimm;5201
50339;Seekirchen am Wallersee;50339;13897;Wimmsiedlung;5201
50339;Seekirchen am Wallersee;50339;13898;Zaisberg;5201
50339;Seekirchen am Wallersee;50339;13899;Seekirchen am Wallersee;5201
50339;Seekirchen am Wallersee;50339;17471;Ried;5201
50401;Altenmarkt im Pongau;50401;13951;Altenmarkt im Pongau;5541
50401;Altenmarkt im Pongau;50401;13952;Palfen;5541
50401;Altenmarkt im Pongau;50401;13953;Sinnhub;5541
50402;Bad Hofgastein;50402;13954;Anger;5630
50402;Bad Hofgastein;50402;13955;Breitenberg;5630
50402;Bad Hofgastein;50402;13956;Gadaunern;5630
50402;Bad Hofgastein;50402;13957;Harbach;5630
50402;Bad Hofgastein;50402;13958;Heißingfelding;5630
50402;Bad Hofgastein;50402;13959;Laderding;5630
50402;Bad Hofgastein;50402;13960;Bad Hofgastein;5630
50402;Bad Hofgastein;50402;13961;Vorderschneeberg;5630
50402;Bad Hofgastein;50402;13962;Weinetsberg;5630
50402;Bad Hofgastein;50402;13963;Wieden;5630
50403;Bad Gastein;50403;13965;Bad Gastein;5640 5645
50404;Bischofshofen;50404;13971;Alpfahrt;5500
50404;Bischofshofen;50404;13972;Bischofshofen;5500
50404;Bischofshofen;50404;13973;Buchberg;5500
50404;Bischofshofen;50404;13974;Gainfeld;5500
50404;Bischofshofen;50404;13975;Haidberg;5500
50404;Bischofshofen;50404;13976;Kreuzberg;5500
50404;Bischofshofen;50404;13977;Laideregg;5500
50404;Bischofshofen;50404;13978;Mitterberghütten;5500
50404;Bischofshofen;50404;13979;Winkl;5500
50405;Dorfgastein;50405;13980;Dorfgastein;5632
50405;Dorfgastein;50405;13981;Luggau;5632
50405;Dorfgastein;50405;13982;Maierhofen;5632
50405;Dorfgastein;50405;13983;Unterberg;5632
50406;Eben im Pongau;50406;13984;Eben im Pongau;5531
50406;Eben im Pongau;50406;13985;Gasthofberg;5531
50406;Eben im Pongau;50406;13986;Schattbach;5531
50407;Filzmoos;50407;13987;Filzmoos;5532
50407;Filzmoos;50407;13988;Neuberg;5532
50408;Flachau;50408;13989;Feuersang;5542
50408;Flachau;50408;13990;Flachau;5542
50408;Flachau;50408;13991;Höch;5542
50408;Flachau;50408;13992;Reitdorf;5542
50409;Forstau;50409;13993;Forstau;5552
50410;Goldegg;50410;13994;Altenhof;5622
50410;Goldegg;50410;13995;Boden;5622 5651
50410;Goldegg;50410;13996;Buchberg;5622
50410;Goldegg;50410;13997;Enkerbichl;5621 5622
50410;Goldegg;50410;13998;Hasling;5622
50410;Goldegg;50410;13999;Hofmark;5622
50410;Goldegg;50410;14000;Maierhof;5622 5651
50410;Goldegg;50410;14001;March;5622
50410;Goldegg;50410;14002;Mitterstein;5622
50410;Goldegg;50410;14003;Oberhof;5620 5622
50410;Goldegg;50410;14004;Schattau;5621 5622
50410;Goldegg;50410;14005;Weng;5622
50411;Großarl;50411;14006;Au;5611
50411;Großarl;50411;14007;Bach;5611
50411;Großarl;50411;14008;Eben;5611
50411;Großarl;50411;14009;Großarl;5611
50411;Großarl;50411;14010;Schied;5611
50411;Großarl;50411;14011;Unterberg;5611
50412;Hüttau;50412;14012;Bairau;5511 5521
50412;Hüttau;50412;14013;Hüttau;5511
50412;Hüttau;50412;14014;Iglsbach;5511
50412;Hüttau;50412;14015;Sonnberg;5511 5521
50412;Hüttau;50412;14016;Sonnhalb;5511
50413;Hüttschlag;50413;14017;Hüttschlag;5612
50413;Hüttschlag;50413;14018;Karteis;5612
50413;Hüttschlag;50413;14019;See;5612
50414;Kleinarl;50414;14021;Kleinarl;5603
50415;Mühlbach am Hochkönig;50415;14022;Mühlbach am Hochkönig;5505
50415;Mühlbach am Hochkönig;50415;14023;Schlöglberg;5505
50416;Pfarrwerfen;50416;14024;Dorf;5452
50416;Pfarrwerfen;50416;14025;Dorfwerfen;5452
50416;Pfarrwerfen;50416;14026;Ellmauthal;5452
50416;Pfarrwerfen;50416;14027;Grub;5452
50416;Pfarrwerfen;50416;14028;Laubichl;5452
50416;Pfarrwerfen;50416;14029;Lehen;5452
50416;Pfarrwerfen;50416;14030;Maier;5452
50416;Pfarrwerfen;50416;14031;Pöham;5452 5500
50416;Pfarrwerfen;50416;14032;Schlaming;5450 5452
50417;Radstadt;50417;14033;Höggen;5550
50417;Radstadt;50417;14034;Löbenau;5550
50417;Radstadt;50417;14035;Mandling;5550 8974
50417;Radstadt;50417;14036;Radstadt;5550
50417;Radstadt;50417;14037;Schwemmberg;5550
50418;Sankt Johann im Pongau;50418;14038;Einöden;5600
50418;Sankt Johann im Pongau;50418;14039;Floitensberg;5600 5602
50418;Sankt Johann im Pongau;50418;14040;Ginau;5600 5602
50418;Sankt Johann im Pongau;50418;14041;Hallmoos;5600
50418;Sankt Johann im Pongau;50418;14042;Maschl;5600
50418;Sankt Johann im Pongau;50418;14043;Plankenau;5600
50418;Sankt Johann im Pongau;50418;14044;Reinbach;5600
50418;Sankt Johann im Pongau;50418;14045;Rettenstein;5600
50418;Sankt Johann im Pongau;50418;14046;Sankt Johann im Pongau;5600 5602
50418;Sankt Johann im Pongau;50418;14047;Urreiting;5600
50419;Sankt Martin am Tennengebirge;50419;14048;Lammertal;5522 5523
50419;Sankt Martin am Tennengebirge;50419;14049;Sankt Martin am Tennengebirge;5522 5523
50420;Sankt Veit im Pongau;50420;14057;Sankt Veit im Pongau;5621
50421;Schwarzach im Pongau;50421;14060;Schwarzach im Pongau;5620 5622
50422;Untertauern;50422;14061;Untertauern;5561 5562
50422;Untertauern;50422;17662;Obertauern;5562
50423;Wagrain;50423;14062;Hof;5602
