Gemeindekennziffer;Gemeindename;Gemeindecode;Ortschaftkennziffer;Ortschaftsname;Postleitzahl
20305;Hermagor-Pressegger See;20305;00394;Untervellach;9620
20305;Hermagor-Pressegger See;20305;00438;Achleiten;9631
20305;Hermagor-Pressegger See;20305;00439;Bergl;9620
20305;Hermagor-Pressegger See;20305;00440;Burgstall;9620
20305;Hermagor-Pressegger See;20305;00441;Danz;9631
20305;Hermagor-Pressegger See;20305;00442;Kameritsch;9620
20305;Hermagor-Pressegger See;20305;00443;Kraschach;9620
20305;Hermagor-Pressegger See;20305;00444;Kühweg;9620
20305;Hermagor-Pressegger See;20305;00445;Mitschig;9620
20305;Hermagor-Pressegger See;20305;00446;Möderndorf;9620
20305;Hermagor-Pressegger See;20305;00447;Podlanig;9620
20305;Hermagor-Pressegger See;20305;00448;Postran;9620
20305;Hermagor-Pressegger See;20305;00449;Sonnenalpe Nassfeld;9620
20305;Hermagor-Pressegger See;20305;00450;Watschig;9620
20305;Hermagor-Pressegger See;20305;00452;Guggenberg;9620
20305;Hermagor-Pressegger See;20305;00453;Jenig;9631
20305;Hermagor-Pressegger See;20305;00454;Kleinbergl;9631
20305;Hermagor-Pressegger See;20305;00455;Kreuth ob Rattendorf;9631
20305;Hermagor-Pressegger See;20305;00456;Rattendorf;9631
20305;Hermagor-Pressegger See;20305;00458;Schlanitzen;9631
20305;Hermagor-Pressegger See;20305;00459;Schmidt;9631
20305;Hermagor-Pressegger See;20305;00461;Tröpolach;9620 9631
20305;Hermagor-Pressegger See;20305;17480;Sonnleitn;9620
20306;Kirchbach;20306;00395;Hochwart;9632
20306;Kirchbach;20306;00396;Kirchbach;9632
20306;Kirchbach;20306;00397;Oberdöbernitzen;9632 9633
20306;Kirchbach;20306;00398;Staudachberg;9632
20306;Kirchbach;20306;00399;Stöfflerberg;9632
20306;Kirchbach;20306;00400;Treßdorf;9632
20306;Kirchbach;20306;00401;Unterdöbernitzen;9632
20306;Kirchbach;20306;00402;Wassertheurerberg;9632
20306;Kirchbach;20306;00451;Anraun;9631
20306;Kirchbach;20306;00457;Schimanberg;9631 9632
20306;Kirchbach;20306;00460;Tramun;9631
20306;Kirchbach;20306;00462;Waidegg;9631
20306;Kirchbach;20306;00463;Bodenmühl;9634
20306;Kirchbach;20306;00464;Forst;9633
20306;Kirchbach;20306;00465;Goderschach;9634
20306;Kirchbach;20306;00466;Grafendorf;9634
20306;Kirchbach;20306;00467;Griminitzen;9634
20306;Kirchbach;20306;00468;Gundersheim;9633 9634
20306;Kirchbach;20306;00469;Katlingberg;9634
20306;Kirchbach;20306;00470;Lenzhof;9634
20306;Kirchbach;20306;00471;Oberbuchach;9634
20306;Kirchbach;20306;00472;Rauth;9634
20306;Kirchbach;20306;00473;Reisach;9632 9633 9634
20306;Kirchbach;20306;00474;Reißkofelbad;9633
20306;Kirchbach;20306;00475;Rinsenegg;9633
20306;Kirchbach;20306;00476;Schmalzgrube;9634
20306;Kirchbach;20306;00477;Schönboden;9633
20306;Kirchbach;20306;00478;Stranig;9633
20306;Kirchbach;20306;00479;Unterbuchach;9633
20306;Kirchbach;20306;00480;Welzberg;9634
20306;Kirchbach;20306;17360;Krieben;9632
20307;Kötschach-Mauthen;20307;00403;Buchach;9640
20307;Kötschach-Mauthen;20307;00404;Dobra;9640
20307;Kötschach-Mauthen;20307;00405;Gailberg;9640
20307;Kötschach-Mauthen;20307;00406;Höfling;9640
20307;Kötschach-Mauthen;20307;00407;Kötschach;9640
20307;Kötschach-Mauthen;20307;00408;Kreuth;9640
20307;Kötschach-Mauthen;20307;00409;Kreuzberg;9640
20307;Kötschach-Mauthen;20307;00410;Laas;9640
20307;Kötschach-Mauthen;20307;00411;Lanz;9640
20307;Kötschach-Mauthen;20307;00412;Mandorf;9640
20307;Kötschach-Mauthen;20307;00413;Mauthen;9640
20307;Kötschach-Mauthen;20307;00414;Plöcken;9640
20307;Kötschach-Mauthen;20307;00415;Plon;9640
20307;Kötschach-Mauthen;20307;00416;Wetzmann;9640
20307;Kötschach-Mauthen;20307;00481;Aigen;9651
20307;Kötschach-Mauthen;20307;00482;Gentschach;9640
20307;Kötschach-Mauthen;20307;00483;Kosta;9640
20307;Kötschach-Mauthen;20307;00484;Nischlwitz;9640
20307;Kötschach-Mauthen;20307;00485;Passau;9640
20307;Kötschach-Mauthen;20307;00486;Podlanig;9652
20307;Kötschach-Mauthen;20307;00487;St. Jakob im Lesachtal;9651
20307;Kötschach-Mauthen;20307;00488;Sittmoos;9640
20307;Kötschach-Mauthen;20307;00489;Strajach;9651
20307;Kötschach-Mauthen;20307;00490;Würda;9651
20307;Kötschach-Mauthen;20307;00524;Dolling;9640
20307;Kötschach-Mauthen;20307;00525;Gratzhof;9635
20307;Kötschach-Mauthen;20307;00526;Krieghof;9640
20307;Kötschach-Mauthen;20307;00527;Kronhof;9635
20307;Kötschach-Mauthen;20307;00528;Mahlbach;9640
20307;Kötschach-Mauthen;20307;00529;Weidenburg;9635
20307;Kötschach-Mauthen;20307;00530;Würmlach;9640
20316;St. Stefan im Gailtal;20316;00500;Bach;9623
20316;St. Stefan im Gailtal;20316;00501;Bichlhof;9623
20316;St. Stefan im Gailtal;20316;00502;Bodenhof;9614
20316;St. Stefan im Gailtal;20316;00503;Dragantschach;9623
20316;St. Stefan im Gailtal;20316;00504;Edling;9623
20316;St. Stefan im Gailtal;20316;00505;Hadersdorf;9623
20316;St. Stefan im Gailtal;20316;00506;Karnitzen;9623
20316;St. Stefan im Gailtal;20316;00507;Köstendorf;9615 9623
20316;St. Stefan im Gailtal;20316;00508;Latschach;9623
20316;St. Stefan im Gailtal;20316;00509;Matschiedl;9623
20316;St. Stefan im Gailtal;20316;00510;Nieselach;9623
20316;St. Stefan im Gailtal;20316;00511;Pölland;9623 9711
20316;St. Stefan im Gailtal;20316;00512;Pörtschach;9623
20316;St. Stefan im Gailtal;20316;00513;St. Paul an der Gail;9623
20316;St. Stefan im Gailtal;20316;00514;St. Stefan an der Gail;9623
20316;St. Stefan im Gailtal;20316;00515;Schinzengraben;9615
20316;St. Stefan im Gailtal;20316;00516;Schmölzing;9623
20316;St. Stefan im Gailtal;20316;00517;Sussawitsch;9623
20316;St. Stefan im Gailtal;20316;00518;Tratten;9623
20316;St. Stefan im Gailtal;20316;00519;Vorderberg;9614
20320;Gitschtal;20320;00491;Brunn;9620
20320;Gitschtal;20320;00492;Jadersdorf;9620
20320;Gitschtal;20320;00493;Langwiesen;9622
20320;Gitschtal;20320;00494;Lassendorf;9620
20320;Gitschtal;20320;00495;St. Lorenzen im Gitschtal;9620
20320;Gitschtal;20320;00520;Golz;9622
20320;Gitschtal;20320;00521;Leditz;9622
20320;Gitschtal;20320;00522;Regitt;9622
20320;Gitschtal;20320;00523;Weißbriach;9622
20320;Gitschtal;20320;17366;Wulzentratten;9620
20321;Lesachtal;20321;00331;Birnbaum;9652
20321;Lesachtal;20321;00332;Egg;9652
20321;Lesachtal;20321;00333;Kornat;9652
20321;Lesachtal;20321;00334;Mattling;9652
20321;Lesachtal;20321;00335;Nostra;9652
20321;Lesachtal;20321;00337;Wodmaier;9652
20321;Lesachtal;20321;00417;Assing;9653
20321;Lesachtal;20321;00418;Durnthal;9653
20321;Lesachtal;20321;00419;Klebas;9653
20321;Lesachtal;20321;00420;Ladstatt;9653
20321;Lesachtal;20321;00421;Liesing;9653
20321;Lesachtal;20321;00422;Niedergail;9653
20321;Lesachtal;20321;00423;Obergail;9653
20321;Lesachtal;20321;00424;Oberring;9653
20321;Lesachtal;20321;00425;Pallas;9653
20321;Lesachtal;20321;00426;Rüben;9653
20321;Lesachtal;20321;00427;Stabenthein;9653
20321;Lesachtal;20321;00428;Tscheltsch;9653
20321;Lesachtal;20321;00429;Guggenberg;9655
20321;Lesachtal;20321;00430;Maria Luggau;9655
20321;Lesachtal;20321;00431;Moos;9655
20321;Lesachtal;20321;00432;Promeggen;9655
20321;Lesachtal;20321;00433;Raut;9655
20321;Lesachtal;20321;00434;Salach;9655
20321;Lesachtal;20321;00435;Sterzen;9655
20321;Lesachtal;20321;00437;Tiefenbach;9655
20321;Lesachtal;20321;00496;Frohn;9654
20321;Lesachtal;20321;00497;St. Lorenzen im Lesachtal;9654
20321;Lesachtal;20321;00498;Wiesen;9654
20321;Lesachtal;20321;00499;Xaveriberg;9654
20321;Lesachtal;20321;02966;Tuffbad;9654
20402;Ebenthal in Kärnten;20402;00558;Aich an der Straße;9020
20402;Ebenthal in Kärnten;20402;00559;Ebenthal;9065
20402;Ebenthal in Kärnten;20402;00560;Gradnitz;9065
20402;Ebenthal in Kärnten;20402;00561;Gurnitz;9065
20402;Ebenthal in Kärnten;20402;00562;Hinterberg;9065
20402;Ebenthal in Kärnten;20402;00563;Mieger;9065
20402;Ebenthal in Kärnten;20402;00564;Moosberg;9065
20402;Ebenthal in Kärnten;20402;00565;Niederdorf;9020
20402;Ebenthal in Kärnten;20402;00566;Pfaffendorf;9065
20402;Ebenthal in Kärnten;20402;00567;Priedl;9065
20402;Ebenthal in Kärnten;20402;00568;Rain;9065
20402;Ebenthal in Kärnten;20402;00569;Reichersdorf;9065
20402;Ebenthal in Kärnten;20402;00570;Zell;9065
20402;Ebenthal in Kärnten;20402;00571;Zetterei;9065
20402;Ebenthal in Kärnten;20402;00867;Zwanzgerberg;9065
20402;Ebenthal in Kärnten;20402;00912;Berg;9065
20402;Ebenthal in Kärnten;20402;00913;Goritschach;9065
20402;Ebenthal in Kärnten;20402;00914;Haber;9065
20402;Ebenthal in Kärnten;20402;00915;Kohldorf;9065
20402;Ebenthal in Kärnten;20402;00916;Kosasmojach;9065
20402;Ebenthal in Kärnten;20402;00917;Obermieger;9065
20402;Ebenthal in Kärnten;20402;00918;Obitschach;9065
20402;Ebenthal in Kärnten;20402;00919;Rottenstein;9065
20402;Ebenthal in Kärnten;20402;00922;Untermieger;9065
20402;Ebenthal in Kärnten;20402;00986;Kossiach / Kozje;9065
20402;Ebenthal in Kärnten;20402;00987;Kreuth / Rute;9065
20402;Ebenthal in Kärnten;20402;00988;Lipizach / Lipice;9065
20402;Ebenthal in Kärnten;20402;00989;Radsberg / Radie;9065
20402;Ebenthal in Kärnten;20402;00990;Schwarz / Dvorec;9065
20402;Ebenthal in Kärnten;20402;00991;Tutzach / Tuce;9065
20402;Ebenthal in Kärnten;20402;00992;Werouzach / Verovce;9065
20402;Ebenthal in Kärnten;20402;17275;Saager;9065
20402;Ebenthal in Kärnten;20402;17277;Sabuatach;9065
20402;Ebenthal in Kärnten;20402;17368;Rosenegg;9065
20403;Feistritz im Rosental;20403;00572;Bärental;9181
20403;Feistritz im Rosental;20403;00573;Feistritz im Rosental;9181
20403;Feistritz im Rosental;20403;00574;Matschach;9181
20403;Feistritz im Rosental;20403;00575;Suetschach;9181
20403;Feistritz im Rosental;20403;01196;Hundsdorf;9181
20403;Feistritz im Rosental;20403;01197;Rabenberg;9162
20403;Feistritz im Rosental;20403;01198;St. Johann im Rosental;9162
20403;Feistritz im Rosental;20403;01199;Weizelsdorf;9162
20405;Ferlach;20405;00614;Babniak;9162
20405;Ferlach;20405;00615;Dörfl;9170
20405;Ferlach;20405;00616;Dornach;9162
20405;Ferlach;20405;00617;Ferlach;9170
20405;Ferlach;20405;00618;Glainach;9170
20405;Ferlach;20405;00619;Görtschach;9170
20405;Ferlach;20405;00620;Jaklin;9170
20405;Ferlach;20405;00621;Kappel an der Drau;9162
20405;Ferlach;20405;00622;Kirschentheuer;9162 9163 9170
20405;Ferlach;20405;00623;Laak;9170
20405;Ferlach;20405;00624;Laiplach;9162
20405;Ferlach;20405;00625;Otrouza;9170
20405;Ferlach;20405;00626;Rauth;9170
20405;Ferlach;20405;00627;Reßnig;9170
20405;Ferlach;20405;00628;Seidolach;9170
20405;Ferlach;20405;00629;Singerberg;9162
20405;Ferlach;20405;00630;Strau;9162
20405;Ferlach;20405;00631;Tratten;9170
20405;Ferlach;20405;00632;Unterbergen;9163
20405;Ferlach;20405;00633;Unterferlach;9170
20405;Ferlach;20405;00634;Unterglainach;9170
20405;Ferlach;20405;00635;Unterloibl;9163
20405;Ferlach;20405;00636;Waidisch;9170
20405;Ferlach;20405;01200;Loibltal / Brodi;9163
20405;Ferlach;20405;01201;Windisch Bleiberg / Slovenji Plajberk;9163
20405;Ferlach;20405;17364;Bodental / Poden;9163
20405;Ferlach;20405;17365;Strugarjach / Strugarje;9163
20409;Grafenstein;20409;00697;Aich;9131
20409;Grafenstein;20409;00698;Althofen;9131
20409;Grafenstein;20409;00699;Dolina;9131
20409;Grafenstein;20409;00700;Froschendorf;9131
20409;Grafenstein;20409;00701;Grafenstein;9131
20409;Grafenstein;20409;00702;Gumisch;9131
20409;Grafenstein;20409;00703;Haidach;9131
20409;Grafenstein;20409;00704;Hum;9131
20409;Grafenstein;20409;00705;Klein Venedig;9131
20409;Grafenstein;20409;00706;Lind;9131
20409;Grafenstein;20409;00707;Münzendorf;9131
20409;Grafenstein;20409;00708;Oberfischern;9131
20409;Grafenstein;20409;00709;Oberwuchel;9131
20409;Grafenstein;20409;00710;Pirk;9131
20409;Grafenstein;20409;00711;Replach;9131
20409;Grafenstein;20409;00712;Sand;9131
20409;Grafenstein;20409;00713;St. Peter;9131
20409;Grafenstein;20409;00714;Schloss Rain;9131
20409;Grafenstein;20409;00715;Schulterndorf;9131
20409;Grafenstein;20409;00716;Tainacherfeld;9131
20409;Grafenstein;20409;00717;Thon;9131
20409;Grafenstein;20409;00718;Truttendorf;9131
20409;Grafenstein;20409;00719;Unterfischern;9131
20409;Grafenstein;20409;00720;Unterwuchel;9131
20409;Grafenstein;20409;00721;Werda;9131
20409;Grafenstein;20409;00722;Wölfnitz;9131
20409;Grafenstein;20409;00723;Zapfendorf;9131
20409;Grafenstein;20409;17276;Saager;9131
20409;Grafenstein;20409;17278;Sabuatach;9131
20409;Grafenstein;20409;17440;Pakein;9131
20409;Grafenstein;20409;17444;Skarbin;9131
20412;Keutschach am See;20412;00768;Dobein;9074
20412;Keutschach am See;20412;00769;Dobeinitz;9074
20412;Keutschach am See;20412;00770;Höflein;9074
20412;Keutschach am See;20412;00771;Höhe;9074
20412;Keutschach am See;20412;00772;Keutschach;9074
20412;Keutschach am See;20412;00773;Leisbach;9074
20412;Keutschach am See;20412;00774;Linden;9074
20412;Keutschach am See;20412;00775;Pertitschach;9074
20412;Keutschach am See;20412;00776;Plaschischen;9074
20412;Keutschach am See;20412;00777;Plescherken;9074
20412;Keutschach am See;20412;00778;Rauth;9074
20412;Keutschach am See;20412;00779;Reauz;9074
20412;Keutschach am See;20412;00780;St. Margarethen;9074
20412;Keutschach am See;20412;00781;St. Nikolai;9074
20412;Keutschach am See;20412;00782;Schelesnitz;9074
20414;Köttmannsdorf;20414;00807;Aich;9073
20414;Köttmannsdorf;20414;00808;Gaisach;9161
20414;Köttmannsdorf;20414;00809;Göriach;9161
20414;Köttmannsdorf;20414;00810;Hollenburg;9161
20414;Köttmannsdorf;20414;00811;Köttmannsdorf;9071
20414;Köttmannsdorf;20414;00812;Lambichl;9073 9161
20414;Köttmannsdorf;20414;00813;Mostitz;9071
20414;Köttmannsdorf;20414;00814;Neusaß;9071
20414;Köttmannsdorf;20414;00815;Plöschenberg;9071
20414;Köttmannsdorf;20414;00816;Preliebl;9071
20414;Köttmannsdorf;20414;00817;Rotschitzen;9073
20414;Köttmannsdorf;20414;00818;St. Gandolf;9071
20414;Köttmannsdorf;20414;00819;St. Margarethen;9071
20414;Köttmannsdorf;20414;00820;Schwanein;9073
20414;Köttmannsdorf;20414;00821;Trabesing;9071
20414;Köttmannsdorf;20414;00822;Tretram;9071 9073
20414;Köttmannsdorf;20414;00823;Tschachoritsch;9071
20414;Köttmannsdorf;20414;00824;Tschrestal;9071
20414;Köttmannsdorf;20414;00825;Unterschloßberg;9161
20414;Köttmannsdorf;20414;00826;Wegscheide;9161
20414;Köttmannsdorf;20414;00827;Wurdach;9071
20414;Köttmannsdorf;20414;17300;Am Teller;9071
20414;Köttmannsdorf;20414;17301;Thal;9073
20415;Krumpendorf am Wörther See;20415;00828;Görtschach;9201
20415;Krumpendorf am Wörther See;20415;00829;Krumpendorf;9201
20415;Krumpendorf am Wörther See;20415;00830;Nußberg;9061
20415;Krumpendorf am Wörther See;20415;00831;Pritschitz;9201 9210
20415;Krumpendorf am Wörther See;20415;00832;Tultschnig;9061
20416;Ludmannsdorf;20416;00833;Bach / Potok;9072
20416;Ludmannsdorf;20416;00834;Edling / Kajzaze;9072
20416;Ludmannsdorf;20416;00835;Fellersdorf / Bilnjovs;9072
20416;Ludmannsdorf;20416;00836;Franzendorf / Branca vas;9072
20416;Ludmannsdorf;20416;00837;Großkleinberg / Mala gora;9072
20416;Ludmannsdorf;20416;00838;Ludmannsdorf / Bilcovs;9072
20416;Ludmannsdorf;20416;00839;Lukowitz / Kovice;9072
20416;Ludmannsdorf;20416;00840;Moschenitzen / Mocenica;9072
20416;Ludmannsdorf;20416;00841;Muschkau / Mukava;9072
20416;Ludmannsdorf;20416;00842;Niederdörfl / Spodnja vesca;9072 9181
20416;Ludmannsdorf;20416;00843;Oberdörfl / Zgornja vesca;9072
20416;Ludmannsdorf;20416;00844;Pugrad / Podgrad;9072
20416;Ludmannsdorf;20416;00845;Rupertiberg / Na Gori;9072
20416;Ludmannsdorf;20416;00846;Selkach / eluce;9072
20416;Ludmannsdorf;20416;00847;Strein / Stranje;9072
20416;Ludmannsdorf;20416;00848;Wellersdorf / Velinja vas;9072
20416;Ludmannsdorf;20416;00849;Zedras / Sodraava;9072
20417;Maria Rain;20417;00850;Angern;9161
20417;Maria Rain;20417;00851;Angersbichl;9161
20417;Maria Rain;20417;00852;Ehrensdorf;9161
20417;Maria Rain;20417;00853;Göltschach;9161
20417;Maria Rain;20417;00854;Haimach;9161
20417;Maria Rain;20417;00855;Maria Rain;9161
20417;Maria Rain;20417;00856;Nadram;9161
20417;Maria Rain;20417;00857;Oberguntschach;9161
20417;Maria Rain;20417;00858;Obertöllern;9161
20417;Maria Rain;20417;00859;Saberda;9161
20417;Maria Rain;20417;00860;St. Ulrich;9161
20417;Maria Rain;20417;00861;Stemeritsch;9161
20417;Maria Rain;20417;00862;Strantschitschach;9161
20417;Maria Rain;20417;00863;Toppelsdorf;9161
20417;Maria Rain;20417;00865;Unterguntschach;9161
20417;Maria Rain;20417;00866;Untertöllern;9161
20417;Maria Rain;20417;02175;Tschedram;9161
20418;Maria Saal;20418;00868;Arndorf;9063
20418;Maria Saal;20418;00869;Bergl;9063
20418;Maria Saal;20418;00870;Dellach;9063
20418;Maria Saal;20418;00871;Gröblach;9063
20418;Maria Saal;20418;00872;Hart;9063
20418;Maria Saal;20418;00873;Höfern;9063
20418;Maria Saal;20418;00874;Judendorf;9063
20418;Maria Saal;20418;00875;Kading;9063
20418;Maria Saal;20418;00876;Karnburg;9063
20418;Maria Saal;20418;00877;Kuchling;9063
20418;Maria Saal;20418;00879;Lind;9063
20418;Maria Saal;20418;00880;Maria Saal;9063
20418;Maria Saal;20418;00881;Meilsberg;9063
20418;Maria Saal;20418;00882;Meiselberg;9063
20418;Maria Saal;20418;00883;Möderndorf;9063
20418;Maria Saal;20418;00884;Pörtschach am Berg;9063
20418;Maria Saal;20418;00885;Poppichl;9020 9061 9063
20418;Maria Saal;20418;00886;Possau;9063
20418;Maria Saal;20418;00887;Ratzendorf;9020 9063
20418;Maria Saal;20418;00888;Rosendorf;9063
20418;Maria Saal;20418;00889;Rotheis;9063
20418;Maria Saal;20418;00890;Sagrad;9063
20418;Maria Saal;20418;00891;St. Michael am Zollfeld;9063
20418;Maria Saal;20418;00892;Stegendorf;9063
20418;Maria Saal;20418;00893;Stuttern;9063 9064
20418;Maria Saal;20418;00894;Techmannsdorf;9063
20418;Maria Saal;20418;00895;Thurn;9063
20418;Maria Saal;20418;00896;Töltschach;9063
20418;Maria Saal;20418;00897;Walddorf;9020
20418;Maria Saal;20418;00898;Willersdorf;9063
20418;Maria Saal;20418;00899;Winklern;9063
20418;Maria Saal;20418;00900;Wrießnitz;9063
20418;Maria Saal;20418;00901;Wutschein;9063
20418;Maria Saal;20418;00902;Zell;9063
20418;Maria Saal;20418;00903;Zollfeld;9063
20418;Maria Saal;20418;01033;Prikalitz;9063
20418;Maria Saal;20418;17370;Treffelsdorf;9063
20419;Maria Wörth;20419;00904;Maiernigg;9073 9081
20419;Maria Wörth;20419;00905;Maria Wörth;9082
20419;Maria Wörth;20419;00906;Oberdellach;9082
20419;Maria Wörth;20419;00907;Raunach;9081
20419;Maria Wörth;20419;00908;Reifnitz;9081
20419;Maria Wörth;20419;00909;St. Anna;9081 9082
20419;Maria Wörth;20419;00910;Sekirn;9081
20419;Maria Wörth;20419;00911;Unterdellach;9082
20421;Moosburg;20421;00923;Ameisbichl;9062
20421;Moosburg;20421;00924;Bärndorf;9062
20421;Moosburg;20421;00925;Dellach;9062
20421;Moosburg;20421;00926;Goritschitzen;9062
20421;Moosburg;20421;00927;Gradenegg;9062
20421;Moosburg;20421;00928;Hohenfeld;9201
20421;Moosburg;20421;00929;Knasweg;9062 9560
20421;Moosburg;20421;00930;Kreggab;9062 9210
20421;Moosburg;20421;00931;Moosburg;9062
20421;Moosburg;20421;00932;Obergöriach;9062
20421;Moosburg;20421;00933;Prosintschach;9062
20421;Moosburg;20421;00934;Ratzenegg;9062
20421;Moosburg;20421;00935;Seigbichl;9062
20421;Moosburg;20421;00936;Simislau;9062
20421;Moosburg;20421;00937;Stallhofen;9062
20421;Moosburg;20421;00938;Tuderschitz;9062
20421;Moosburg;20421;00939;Untergöriach;9062
20421;Moosburg;20421;00940;Unterlinden;9062
20421;Moosburg;20421;00941;Vögelitz;9062
20421;Moosburg;20421;00942;Ziegelsdorf;9061 9062
20421;Moosburg;20421;01176;Arlsdorf;9062
20421;Moosburg;20421;01177;Freudenberg;9062
20421;Moosburg;20421;01178;Krainig;9062
20421;Moosburg;20421;01179;Nußberg;9062
20421;Moosburg;20421;01180;Polan;9062
20421;Moosburg;20421;01181;Rosenau;9062
20421;Moosburg;20421;01182;St. Peter;9062
20421;Moosburg;20421;01183;Tigring;9062
20421;Moosburg;20421;01184;Wielen;9062
20421;Moosburg;20421;01185;Windischbach;9062
20421;Moosburg;20421;01186;Windischbach-Gegend;9062
20421;Moosburg;20421;01187;Witsch;9062 9560
20421;Moosburg;20421;01206;Faning;9062
20421;Moosburg;20421;01207;Gabriel;9061 9062
20421;Moosburg;20421;01222;Malleberg;9062
20424;Pörtschach am Wörther See;20424;00962;Pörtschach am Wörther See;9062 9201 9210
20425;Poggersdorf;20425;00963;Ameisbichl;9130
20425;Poggersdorf;20425;00964;Annamischl;9130
20425;Poggersdorf;20425;00965;Eibelhof;9130
